RowId,YearStart,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Class,Topic,Question,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Break_Out_Category,Break_Out,ClassId,TopicId,QuestionId,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationId,Geolocation
NHANES~2013-2014~59~NH020~AGE04~Crude,2013-2014,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),12.9,12.9,,,11.0,15.1,Age,25-44,C2,T9,NH020,Crude,BOC03,AGE04,59,
NHANES~2013-2014~59~NH020~AGE05~Crude,2013-2014,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),41.2,41.2,,,38.2,44.2,Age,45-64,C2,T9,NH020,Crude,BOC03,AGE05,59,
NHANES~2013-2014~59~NH020~AGE06~Crude,2013-2014,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),69.6,69.6,,,66.8,72.3,Age,65+,C2,T9,NH020,Crude,BOC03,AGE06,59,
NHANES~2013-2014~59~NH020~AGE07~Crude,2013-2014,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),42.7,42.7,,,40.2,45.3,Age,35+,C2,T9,NH020,Crude,BOC03,AGE07,59,
NHANES~2013-2014~59~NH020~AGE08~Crude,2013-2014,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),75.0,75.0,,,70.4,79.2,Age,75+,C2,T9,NH020,Crude,BOC03,AGE08,59,
NHANES~2013-2014~59~NH020~RAC01~Age-Standardized,2013-2014,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),28.5,28.5,,,26.6,30.5,Race,Non-Hispanic White,C2,T9,NH020,AgeStdz,BOC04,RAC01,59,
NHANES~2013-2014~59~NH020~RAC01~Crude,2013-2014,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),33.4,33.4,,,30.9,36.0,Race,Non-Hispanic White,C2,T9,NH020,Crude,BOC04,RAC01,59,
NHANES~2013-2014~59~NH020~RAC02~Crude,2013-2014,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),40.1,40.1,,,37.6,42.7,Race,Non-Hispanic Black,C2,T9,NH020,Crude,BOC04,RAC02,59,
NHANES~2013-2014~59~NH020~RAC02~Age-Standardized,2013-2014,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),40.6,40.6,,,37.7,43.6,Race,Non-Hispanic Black,C2,T9,NH020,AgeStdz,BOC04,RAC02,59,
NHANES~2013-2014~59~NH020~RAC03~Crude,2013-2014,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),24.9,24.9,,,20.9,29.4,Race,Non-Hispanic Asian,C2,T9,NH020,Crude,BOC04,RAC03,59,
NHANES~2013-2014~59~NH020~RAC03~Age-Standardized,2013-2014,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),25.6,25.6,,,22.8,28.7,Race,Non-Hispanic Asian,C2,T9,NH020,AgeStdz,BOC04,RAC03,59,
NHANES~2013-2014~59~NH020~RAC04~Crude,2013-2014,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),20.8,20.8,,,18.0,24.0,Race,Hispanic,C2,T9,NH020,Crude,BOC04,RAC04,59,
NHANES~2013-2014~59~NH020~RAC04~Age-Standardized,2013-2014,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),26.1,26.1,,,23.7,28.6,Race,Hispanic,C2,T9,NH020,AgeStdz,BOC04,RAC04,59,
NHANES~2013-2014~59~NH020~RAC07~Crude,2013-2014,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),24.7,24.7,,,20.9,28.9,Race,Other,C2,T9,NH020,Crude,BOC04,RAC07,59,
NHANES~2013-2014~59~NH020~RAC07~Age-Standardized,2013-2014,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),27.5,27.5,,,24.4,30.8,Race,Other,C2,T9,NH020,AgeStdz,BOC04,RAC07,59,
NHANES~2015-2016~59~NH020~OVR01~Age-Standardized,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),29.1,29.1,,,27.1,31.0,Overall,Overall,C2,T9,NH020,AgeStdz,BOC01,OVR01,59,
NHANES~2015-2016~59~NH020~OVR01~Crude,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),32.1,32.1,,,29.7,34.5,Overall,Overall,C2,T9,NH020,Crude,BOC01,OVR01,59,
NHANES~2015-2016~59~NH020~GEN01~Age-Standardized,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),30.2,30.2,,,27.4,33.0,Gender,Male,C2,T9,NH020,AgeStdz,BOC02,GEN01,59,
NHANES~2015-2016~59~NH020~GEN01~Crude,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),31.8,31.8,,,28.9,34.8,Gender,Male,C2,T9,NH020,Crude,BOC02,GEN01,59,
NHANES~2015-2016~59~NH020~GEN02~Crude,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),32.4,32.4,,,29.9,35.0,Gender,Female,C2,T9,NH020,Crude,BOC02,GEN02,59,
NHANES~2015-2016~59~NH020~GEN02~Age-Standardized,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),27.8,27.8,,,25.7,29.9,Gender,Female,C2,T9,NH020,AgeStdz,BOC02,GEN02,59,
NHANES~2015-2016~59~NH020~AGE01~Crude,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),2.1,2.1,,,1.3,3.4,Age,18-24,C2,T9,NH020,Crude,BOC03,AGE01,59,
NHANES~2015-2016~59~NH020~AGE04~Crude,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),12.6,12.6,,,10.1,15.7,Age,25-44,C2,T9,NH020,Crude,BOC03,AGE04,59,
NHANES~2015-2016~59~NH020~AGE05~Crude,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),40.4,40.4,,,37.0,43.9,Age,45-64,C2,T9,NH020,Crude,BOC03,AGE05,59,
NHANES~2015-2016~59~NH020~AGE06~Crude,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),66.1,66.1,,,60.6,71.1,Age,65+,C2,T9,NH020,Crude,BOC03,AGE06,59,
NHANES~2015-2016~59~NH020~AGE07~Crude,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),43.1,43.1,,,39.8,46.3,Age,35+,C2,T9,NH020,Crude,BOC03,AGE07,59,
NHANES~2015-2016~59~NH020~AGE08~Crude,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),72.0,72.0,,,66.7,76.6,Age,75+,C2,T9,NH020,Crude,BOC03,AGE08,59,
NHANES~2015-2016~59~NH020~RAC01~Crude,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),33.3,33.3,,,30.2,36.6,Race,Non-Hispanic White,C2,T9,NH020,Crude,BOC04,RAC01,59,
NHANES~2015-2016~59~NH020~RAC01~Age-Standardized,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),27.8,27.8,,,25.1,30.6,Race,Non-Hispanic White,C2,T9,NH020,AgeStdz,BOC04,RAC01,59,
NHANES~2015-2016~59~NH020~RAC02~Age-Standardized,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),40.3,40.3,,,36.5,44.3,Race,Non-Hispanic Black,C2,T9,NH020,AgeStdz,BOC04,RAC02,59,
NHANES~2015-2016~59~NH020~RAC02~Crude,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),40.1,40.1,,,36.1,44.3,Race,Non-Hispanic Black,C2,T9,NH020,Crude,BOC04,RAC02,59,
NHANES~2015-2016~59~NH020~RAC03~Crude,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),24.6,24.6,,,19.7,30.3,Race,Non-Hispanic Asian,C2,T9,NH020,Crude,BOC04,RAC03,59,
NHANES~2015-2016~59~NH020~RAC03~Age-Standardized,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),25.0,25.0,,,21.9,28.5,Race,Non-Hispanic Asian,C2,T9,NH020,AgeStdz,BOC04,RAC03,59,
NHANES~2015-2016~59~NH020~RAC04~Crude,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),23.0,23.0,,,18.8,27.8,Race,Hispanic,C2,T9,NH020,Crude,BOC04,RAC04,59,
NHANES~2015-2016~59~NH020~RAC04~Age-Standardized,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),27.7,27.7,,,25.0,30.6,Race,Hispanic,C2,T9,NH020,AgeStdz,BOC04,RAC04,59,
NHANES~2015-2016~59~NH020~RAC07~Age-Standardized,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),28.4,28.4,,,24.7,32.5,Race,Other,C2,T9,NH020,AgeStdz,BOC04,RAC07,59,
NHANES~2015-2016~59~NH020~RAC07~Crude,2015-2016,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),28.6,28.6,,,23.7,34.1,Race,Other,C2,T9,NH020,Crude,BOC04,RAC07,59,
NHANES~2017-2018~59~NH020~OVR01~Crude,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),33.7,33.7,,,30.6,36.9,Overall,Overall,C2,T9,NH020,Crude,BOC01,OVR01,59,
NHANES~2017-2018~59~NH020~OVR01~Age-Standardized,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),30.7,30.7,,,28.0,33.5,Overall,Overall,C2,T9,NH020,AgeStdz,BOC01,OVR01,59,
NHANES~2017-2018~59~NH020~GEN01~Age-Standardized,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),32.8,32.8,,,29.2,36.6,Gender,Male,C2,T9,NH020,AgeStdz,BOC02,GEN01,59,
NHANES~2017-2018~59~NH020~GEN01~Crude,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),34.6,34.6,,,30.9,38.6,Gender,Male,C2,T9,NH020,Crude,BOC02,GEN01,59,
NHANES~2017-2018~59~NH020~GEN02~Age-Standardized,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),28.5,28.5,,,26.1,31.0,Gender,Female,C2,T9,NH020,AgeStdz,BOC02,GEN02,59,
NHANES~2017-2018~59~NH020~GEN02~Crude,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),32.8,32.8,,,29.7,36.1,Gender,Female,C2,T9,NH020,Crude,BOC02,GEN02,59,
NHANES~2017-2018~59~NH020~AGE01~Crude,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),2.2,2.2,,,1.2,4.0,Age,18-24,C2,T9,NH020,Crude,BOC03,AGE01,59,
NHANES~2017-2018~59~NH020~AGE04~Crude,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),12.5,12.5,,,10.6,14.8,Age,25-44,C2,T9,NH020,Crude,BOC03,AGE04,59,
NHANES~2017-2018~59~NH020~AGE05~Crude,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),45.0,45.0,,,39.8,50.3,Age,45-64,C2,T9,NH020,Crude,BOC03,AGE05,59,
NHANES~2017-2018~59~NH020~AGE06~Crude,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),68.4,68.4,,,64.3,72.3,Age,65+,C2,T9,NH020,Crude,BOC03,AGE06,59,
NHANES~2017-2018~59~NH020~AGE07~Crude,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),45.3,45.3,,,41.5,49.2,Age,35+,C2,T9,NH020,Crude,BOC03,AGE07,59,
NHANES~2017-2018~59~NH020~AGE08~Crude,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),77.7,77.7,,,73.4,81.4,Age,75+,C2,T9,NH020,Crude,BOC03,AGE08,59,
NHANES~2017-2018~59~NH020~RAC01~Age-Standardized,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),29.0,29.0,,,25.0,33.2,Race,Non-Hispanic White,C2,T9,NH020,AgeStdz,BOC04,RAC01,59,
NHANES~2017-2018~59~NH020~RAC01~Crude,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),34.5,34.5,,,30.2,39.1,Race,Non-Hispanic White,C2,T9,NH020,Crude,BOC04,RAC01,59,
NHANES~2017-2018~59~NH020~RAC02~Crude,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),42.9,42.9,,,39.2,46.7,Race,Non-Hispanic Black,C2,T9,NH020,Crude,BOC04,RAC02,59,
NHANES~2017-2018~59~NH020~RAC02~Age-Standardized,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),42.6,42.6,,,39.5,45.7,Race,Non-Hispanic Black,C2,T9,NH020,AgeStdz,BOC04,RAC02,59,
NHANES~2017-2018~59~NH020~RAC03~Crude,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),32.2,32.2,,,29.6,34.9,Race,Non-Hispanic Asian,C2,T9,NH020,Crude,BOC04,RAC03,59,
NHANES~2017-2018~59~NH020~RAC03~Age-Standardized,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),31.9,31.9,,,29.3,34.7,Race,Non-Hispanic Asian,C2,T9,NH020,AgeStdz,BOC04,RAC03,59,
NHANES~2017-2018~59~NH020~RAC04~Crude,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),24.9,24.9,,,21.5,28.7,Race,Hispanic,C2,T9,NH020,Crude,BOC04,RAC04,59,
NHANES~2017-2018~59~NH020~RAC04~Age-Standardized,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),29.0,29.0,,,25.8,32.4,Race,Hispanic,C2,T9,NH020,AgeStdz,BOC04,RAC04,59,
NHANES~2017-2018~59~NH020~RAC07~Age-Standardized,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Age-Standardized,Percent (%),31.8,31.8,,,28.6,35.2,Race,Other,C2,T9,NH020,AgeStdz,BOC04,RAC07,59,
NHANES~2017-2018~59~NH020~RAC07~Crude,2017-2018,US,United States,NHANES,None,,Healthy People 2030,,Risk Factors,Hypertension,Prevalence of hypertension (BP =140/90) among US adults (18+); NHANES,Crude,Percent (%),32.0,32.0,,,27.7,36.8,Race,Other,C2,T9,NH020,Crude,BOC04,RAC07,59,
NHANES~1999-2000~59~NH021~OVR01~Crude,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Crude,Percent (%),69.1,69.1,,,64.7,73.2,Overall,Overall,C2,T9,NH021,Crude,BOC01,OVR01,59,
NHANES~1999-2000~59~NH021~OVR01~Age-Standardized,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Age-Standardized,Percent (%),63.7,63.7,,,57.0,70.0,Overall,Overall,C2,T9,NH021,AgeStdz,BOC01,OVR01,59,
NHANES~1999-2000~59~NH021~GEN01~Crude,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Crude,Percent (%),66.4,66.4,,,61.7,70.7,Gender,Male,C2,T9,NH021,Crude,BOC02,GEN01,59,
NHANES~1999-2000~59~NH021~GEN01~Age-Standardized,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Age-Standardized,Percent (%),63.6,63.6,,,57.7,69.1,Gender,Male,C2,T9,NH021,AgeStdz,BOC02,GEN01,59,
NHANES~1999-2000~59~NH021~GEN02~Age-Standardized,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Age-Standardized,Percent (%),60.1,60.1,,,48.9,70.4,Gender,Female,C2,T9,NH021,AgeStdz,BOC02,GEN02,59,
NHANES~1999-2000~59~NH021~GEN02~Crude,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Crude,Percent (%),71.6,71.6,,,66.4,76.2,Gender,Female,C2,T9,NH021,Crude,BOC02,GEN02,59,
NHANES~1999-2000~59~NH021~AGE01~Crude,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Crude,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Age,18-24,C2,T9,NH021,Crude,BOC03,AGE01,59,
NHANES~1999-2000~59~NH021~AGE04~Crude,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Crude,Percent (%),60.8,60.8,,,47.4,72.7,Age,25-44,C2,T9,NH021,Crude,BOC03,AGE04,59,
NHANES~1999-2000~59~NH021~AGE05~Crude,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Crude,Percent (%),74.9,74.9,,,67.9,80.8,Age,45-64,C2,T9,NH021,Crude,BOC03,AGE05,59,
NHANES~1999-2000~59~NH021~AGE06~Crude,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Crude,Percent (%),68.1,68.1,,,64.5,71.5,Age,65+,C2,T9,NH021,Crude,BOC03,AGE06,59,
NHANES~1999-2000~59~NH021~AGE07~Crude,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Crude,Percent (%),70.6,70.6,,,66.5,74.4,Age,35+,C2,T9,NH021,Crude,BOC03,AGE07,59,
NHANES~1999-2000~59~NH021~AGE08~Crude,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Crude,Percent (%),66.5,66.5,,,62.8,70.0,Age,75+,C2,T9,NH021,Crude,BOC03,AGE08,59,
NHANES~1999-2000~59~NH021~RAC01~Crude,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Crude,Percent (%),69.6,69.6,,,66.2,72.9,Race,Non-Hispanic White,C2,T9,NH021,Crude,BOC04,RAC01,59,
NHANES~1999-2000~59~NH021~RAC01~Age-Standardized,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Age-Standardized,Percent (%),64.9,64.9,,,57.9,71.4,Race,Non-Hispanic White,C2,T9,NH021,AgeStdz,BOC04,RAC01,59,
NHANES~1999-2000~59~NH021~RAC02~Age-Standardized,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Age-Standardized,Percent (%),66.0,66.0,,,53.3,76.8,Race,Non-Hispanic Black,C2,T9,NH021,AgeStdz,BOC04,RAC02,59,
NHANES~1999-2000~59~NH021~RAC02~Crude,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Crude,Percent (%),74.4,74.4,,,65.4,81.7,Race,Non-Hispanic Black,C2,T9,NH021,Crude,BOC04,RAC02,59,
NHANES~1999-2000~59~NH021~RAC03~Age-Standardized,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T9,NH021,AgeStdz,BOC04,RAC03,59,
NHANES~1999-2000~59~NH021~RAC03~Crude,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T9,NH021,Crude,BOC04,RAC03,59,
NHANES~1999-2000~59~NH021~RAC04~Crude,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T9,NH021,Crude,BOC04,RAC04,59,
NHANES~1999-2000~59~NH021~RAC04~Age-Standardized,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T9,NH021,AgeStdz,BOC04,RAC04,59,
NHANES~1999-2000~59~NH021~RAC07~Age-Standardized,1999-2000,US,United States,NHANES,None,,None,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension (BP =140/90); NHANES,Age-Standardized,Percent (%),,-2.0,~,"Statistically unstable estimates are suppressed, based on the NCHS Data Presentation Standards for Proportions: Parker JD, Talih M, Malec DJ, et al. National Center for Health Statistics Data Presentation Standards for Proportions. National Center for Health Statistics. Vital Health Stat 2(175). 2017.",,,Race,Other,C2,T9,NH021,AgeStdz,BOC04,RAC07,59,
